                   0clock=0,reset=0,enable_ex=x,src1=x,src2=x,imm=x,mem_data_read_in=x,control_in=x,mem_data_wr_en=x,mem_data_write_out=x,aluout=0,carry=0 
                 535clock=1,reset=1,enable_ex=1,src1=-809216353,src2=-1367501732,imm=-1379155877,mem_data_read_in=x,control_in=11010,mem_data_wr_en=0,mem_data_write_out=-1367501732,aluout=582,carry=1 
                 540clock=0,reset=1,enable_ex=1,src1=-809216353,src2=-1367501732,imm=-1379155877,mem_data_read_in=x,control_in=11010,mem_data_wr_en=0,mem_data_write_out=-1367501732,aluout=582,carry=1 
                 544clock=0,reset=1,enable_ex=1,src1=1155413897,src2=-1532087735,imm=-400343344,mem_data_read_in=x,control_in=11011,mem_data_wr_en=0,mem_data_write_out=-1532087735,aluout=582,carry=1 
                 545clock=1,reset=1,enable_ex=1,src1=1155413897,src2=-1532087735,imm=-400343344,mem_data_read_in=x,control_in=11011,mem_data_wr_en=0,mem_data_write_out=-1532087735,aluout=582,carry=1 
                 550clock=0,reset=1,enable_ex=1,src1=1155413897,src2=-1532087735,imm=-400343344,mem_data_read_in=x,control_in=11011,mem_data_wr_en=0,mem_data_write_out=-1532087735,aluout=582,carry=1 
                 555clock=1,reset=1,enable_ex=1,src1=1155413897,src2=-1532087735,imm=-400343344,mem_data_read_in=x,control_in=11011,mem_data_wr_en=0,mem_data_write_out=-1532087735,aluout=582,carry=1 
                 560clock=0,reset=1,enable_ex=1,src1=1155413897,src2=-1532087735,imm=-400343344,mem_data_read_in=x,control_in=11011,mem_data_wr_en=0,mem_data_write_out=-1532087735,aluout=582,carry=1 
                 564clock=0,reset=1,enable_ex=1,src1=-335626025,src2=-1463288751,imm=1260466070,mem_data_read_in=x,control_in=11100,mem_data_wr_en=1,mem_data_write_out=-1463288751,aluout=582,carry=1 
                 565clock=1,reset=1,enable_ex=1,src1=-335626025,src2=-1463288751,imm=1260466070,mem_data_read_in=x,control_in=11100,mem_data_wr_en=1,mem_data_write_out=-1463288751,aluout=582,carry=1 
                 570clock=0,reset=1,enable_ex=1,src1=-335626025,src2=-1463288751,imm=1260466070,mem_data_read_in=x,control_in=11100,mem_data_wr_en=1,mem_data_write_out=-1463288751,aluout=582,carry=1 
                 575clock=1,reset=1,enable_ex=1,src1=-335626025,src2=-1463288751,imm=1260466070,mem_data_read_in=x,control_in=11100,mem_data_wr_en=1,mem_data_write_out=-1463288751,aluout=813047808,carry=0 
                 580clock=0,reset=1,enable_ex=1,src1=-335626025,src2=-1463288751,imm=1260466070,mem_data_read_in=x,control_in=11100,mem_data_wr_en=1,mem_data_write_out=-1463288751,aluout=813047808,carry=0 
                 584clock=0,reset=1,enable_ex=1,src1=102596364,src2=-517157182,imm=1683484104,mem_data_read_in=x,control_in=11101,mem_data_wr_en=0,mem_data_write_out=-517157182,aluout=813047808,carry=0 
                 585clock=1,reset=1,enable_ex=1,src1=102596364,src2=-517157182,imm=1683484104,mem_data_read_in=x,control_in=11101,mem_data_wr_en=0,mem_data_write_out=-517157182,aluout=813047808,carry=0 
                 590clock=0,reset=1,enable_ex=1,src1=102596364,src2=-517157182,imm=1683484104,mem_data_read_in=x,control_in=11101,mem_data_wr_en=0,mem_data_write_out=-517157182,aluout=813047808,carry=0 
                 595clock=1,reset=1,enable_ex=1,src1=102596364,src2=-517157182,imm=1683484104,mem_data_read_in=x,control_in=11101,mem_data_wr_en=0,mem_data_write_out=-517157182,aluout=x,carry=0 
                 600clock=0,reset=1,enable_ex=1,src1=102596364,src2=-517157182,imm=1683484104,mem_data_read_in=x,control_in=11101,mem_data_wr_en=0,mem_data_write_out=-517157182,aluout=x,carry=0 
                 604clock=0,reset=1,enable_ex=1,src1=-1149085065,src2=519236925,imm=151837458,mem_data_read_in=x,control_in=11110,mem_data_wr_en=0,mem_data_write_out=519236925,aluout=x,carry=0 
                 605clock=1,reset=1,enable_ex=1,src1=-1149085065,src2=519236925,imm=151837458,mem_data_read_in=x,control_in=11110,mem_data_wr_en=0,mem_data_write_out=519236925,aluout=x,carry=0 
                 610clock=0,reset=1,enable_ex=1,src1=-1149085065,src2=519236925,imm=151837458,mem_data_read_in=x,control_in=11110,mem_data_wr_en=0,mem_data_write_out=519236925,aluout=x,carry=0 
                 615clock=1,reset=1,enable_ex=1,src1=-1149085065,src2=519236925,imm=151837458,mem_data_read_in=x,control_in=11110,mem_data_wr_en=0,mem_data_write_out=519236925,aluout=x,carry=0 
                 620clock=0,reset=1,enable_ex=1,src1=-1149085065,src2=519236925,imm=151837458,mem_data_read_in=x,control_in=11110,mem_data_wr_en=0,mem_data_write_out=519236925,aluout=x,carry=0 
                 624clock=0,reset=1,enable_ex=1,src1=-1090191234,src2=921010541,imm=484042553,mem_data_read_in=x,control_in=11111,mem_data_wr_en=0,mem_data_write_out=921010541,aluout=x,carry=0 
                 625clock=1,reset=1,enable_ex=1,src1=-1090191234,src2=921010541,imm=484042553,mem_data_read_in=x,control_in=11111,mem_data_wr_en=0,mem_data_write_out=921010541,aluout=x,carry=0 
                 630clock=0,reset=1,enable_ex=1,src1=-1090191234,src2=921010541,imm=484042553,mem_data_read_in=x,control_in=11111,mem_data_wr_en=0,mem_data_write_out=921010541,aluout=x,carry=0 
                 635clock=1,reset=1,enable_ex=1,src1=-1090191234,src2=921010541,imm=484042553,mem_data_read_in=x,control_in=11111,mem_data_wr_en=0,mem_data_write_out=921010541,aluout=x,carry=0 
                 640clock=0,reset=1,enable_ex=1,src1=-1090191234,src2=921010541,imm=484042553,mem_data_read_in=x,control_in=11111,mem_data_wr_en=0,mem_data_write_out=921010541,aluout=x,carry=0 
                 644clock=0,reset=1,enable_ex=1,src1=265457439,src2=-370411821,imm=1121529733,mem_data_read_in=x,control_in=100000,mem_data_wr_en=0,mem_data_write_out=-370411821,aluout=x,carry=0 
                 645clock=1,reset=1,enable_ex=1,src1=265457439,src2=-370411821,imm=1121529733,mem_data_read_in=x,control_in=100000,mem_data_wr_en=0,mem_data_write_out=-370411821,aluout=x,carry=0 
                 650clock=0,reset=1,enable_ex=1,src1=265457439,src2=-370411821,imm=1121529733,mem_data_read_in=x,control_in=100000,mem_data_wr_en=0,mem_data_write_out=-370411821,aluout=x,carry=0 
                 655clock=1,reset=1,enable_ex=1,src1=265457439,src2=-370411821,imm=1121529733,mem_data_read_in=x,control_in=100000,mem_data_wr_en=0,mem_data_write_out=-370411821,aluout=0,carry=0 
                 660clock=0,reset=1,enable_ex=1,src1=265457439,src2=-370411821,imm=1121529733,mem_data_read_in=x,control_in=100000,mem_data_wr_en=0,mem_data_write_out=-370411821,aluout=0,carry=0 
                 664clock=0,reset=1,enable_ex=1,src1=-1139505032,src2=769284443,imm=613108553,mem_data_read_in=x,control_in=100001,mem_data_wr_en=0,mem_data_write_out=769284443,aluout=0,carry=0 
                 665clock=1,reset=1,enable_ex=1,src1=-1139505032,src2=769284443,imm=613108553,mem_data_read_in=x,control_in=100001,mem_data_wr_en=0,mem_data_write_out=769284443,aluout=0,carry=0 
                 670clock=0,reset=1,enable_ex=1,src1=-1139505032,src2=769284443,imm=613108553,mem_data_read_in=x,control_in=100001,mem_data_wr_en=0,mem_data_write_out=769284443,aluout=0,carry=0 
                 675clock=1,reset=1,enable_ex=1,src1=-1139505032,src2=769284443,imm=613108553,mem_data_read_in=x,control_in=100001,mem_data_wr_en=0,mem_data_write_out=769284443,aluout=-1908789475,carry=1 
                 680clock=0,reset=1,enable_ex=1,src1=-1139505032,src2=769284443,imm=613108553,mem_data_read_in=x,control_in=100001,mem_data_wr_en=0,mem_data_write_out=769284443,aluout=-1908789475,carry=1 
                 684clock=0,reset=1,enable_ex=1,src1=-1611485633,src2=353152810,imm=739599192,mem_data_read_in=x,control_in=100010,mem_data_wr_en=0,mem_data_write_out=353152810,aluout=-1908789475,carry=1 
                 685clock=1,reset=1,enable_ex=1,src1=-1611485633,src2=353152810,imm=739599192,mem_data_read_in=x,control_in=100010,mem_data_wr_en=0,mem_data_write_out=353152810,aluout=-1908789475,carry=1 
                 690clock=0,reset=1,enable_ex=1,src1=-1611485633,src2=353152810,imm=739599192,mem_data_read_in=x,control_in=100010,mem_data_wr_en=0,mem_data_write_out=353152810,aluout=-1908789475,carry=1 
                 695clock=1,reset=1,enable_ex=1,src1=-1611485633,src2=353152810,imm=739599192,mem_data_read_in=x,control_in=100010,mem_data_wr_en=0,mem_data_write_out=353152810,aluout=-1908789475,carry=1 
                 700clock=0,reset=1,enable_ex=1,src1=-1611485633,src2=353152810,imm=739599192,mem_data_read_in=x,control_in=100010,mem_data_wr_en=0,mem_data_write_out=353152810,aluout=-1908789475,carry=1 
                 704clock=0,reset=1,enable_ex=1,src1=-1019266938,src2=-954594162,imm=-835718500,mem_data_read_in=x,control_in=100011,mem_data_wr_en=0,mem_data_write_out=-954594162,aluout=-1908789475,carry=1 
                 705clock=1,reset=1,enable_ex=1,src1=-1019266938,src2=-954594162,imm=-835718500,mem_data_read_in=x,control_in=100011,mem_data_wr_en=0,mem_data_write_out=-954594162,aluout=-1908789475,carry=1 
                 710clock=0,reset=1,enable_ex=1,src1=-1019266938,src2=-954594162,imm=-835718500,mem_data_read_in=x,control_in=100011,mem_data_wr_en=0,mem_data_write_out=-954594162,aluout=-1908789475,carry=1 
                 715clock=1,reset=1,enable_ex=1,src1=-1019266938,src2=-954594162,imm=-835718500,mem_data_read_in=x,control_in=100011,mem_data_wr_en=0,mem_data_write_out=-954594162,aluout=-1908789475,carry=1 
                 720clock=0,reset=1,enable_ex=1,src1=-1019266938,src2=-954594162,imm=-835718500,mem_data_read_in=x,control_in=100011,mem_data_wr_en=0,mem_data_write_out=-954594162,aluout=-1908789475,carry=1 
                 724clock=0,reset=1,enable_ex=1,src1=2100664826,src2=-1820476378,imm=966137715,mem_data_read_in=x,control_in=100100,mem_data_wr_en=0,mem_data_write_out=-1820476378,aluout=-1908789475,carry=1 
                 725clock=1,reset=1,enable_ex=1,src1=2100664826,src2=-1820476378,imm=966137715,mem_data_read_in=x,control_in=100100,mem_data_wr_en=0,mem_data_write_out=-1820476378,aluout=-1908789475,carry=1 
                 730clock=0,reset=1,enable_ex=1,src1=2100664826,src2=-1820476378,imm=966137715,mem_data_read_in=x,control_in=100100,mem_data_wr_en=0,mem_data_write_out=-1820476378,aluout=-1908789475,carry=1 
                 735clock=1,reset=1,enable_ex=1,src1=2100664826,src2=-1820476378,imm=966137715,mem_data_read_in=x,control_in=100100,mem_data_wr_en=0,mem_data_write_out=-1820476378,aluout=0,carry=0 
                 740clock=0,reset=1,enable_ex=1,src1=2100664826,src2=-1820476378,imm=966137715,mem_data_read_in=x,control_in=100100,mem_data_wr_en=0,mem_data_write_out=-1820476378,aluout=0,carry=0 
                 744clock=0,reset=1,enable_ex=1,src1=-779373405,src2=-1751537617,imm=-640511309,mem_data_read_in=x,control_in=100101,mem_data_wr_en=0,mem_data_write_out=-1751537617,aluout=0,carry=0 
                 745clock=1,reset=1,enable_ex=1,src1=-779373405,src2=-1751537617,imm=-640511309,mem_data_read_in=x,control_in=100101,mem_data_wr_en=0,mem_data_write_out=-1751537617,aluout=0,carry=0 
                 750clock=0,reset=1,enable_ex=1,src1=-779373405,src2=-1751537617,imm=-640511309,mem_data_read_in=x,control_in=100101,mem_data_wr_en=0,mem_data_write_out=-1751537617,aluout=0,carry=0 
                 755clock=1,reset=1,enable_ex=1,src1=-779373405,src2=-1751537617,imm=-640511309,mem_data_read_in=x,control_in=100101,mem_data_wr_en=0,mem_data_write_out=-1751537617,aluout=0,carry=0 
                 760clock=0,reset=1,enable_ex=1,src1=-779373405,src2=-1751537617,imm=-640511309,mem_data_read_in=x,control_in=100101,mem_data_wr_en=0,mem_data_write_out=-1751537617,aluout=0,carry=0 
                 764clock=0,reset=1,enable_ex=1,src1=-1344776609,src2=573115716,imm=2079915511,mem_data_read_in=x,control_in=100110,mem_data_wr_en=0,mem_data_write_out=573115716,aluout=0,carry=0 
                 765clock=1,reset=1,enable_ex=1,src1=-1344776609,src2=573115716,imm=2079915511,mem_data_read_in=x,control_in=100110,mem_data_wr_en=0,mem_data_write_out=573115716,aluout=0,carry=0 
                 770clock=0,reset=1,enable_ex=1,src1=-1344776609,src2=573115716,imm=2079915511,mem_data_read_in=x,control_in=100110,mem_data_wr_en=0,mem_data_write_out=573115716,aluout=0,carry=0 
                 775clock=1,reset=1,enable_ex=1,src1=-1344776609,src2=573115716,imm=2079915511,mem_data_read_in=x,control_in=100110,mem_data_wr_en=0,mem_data_write_out=573115716,aluout=0,carry=0 
                 780clock=0,reset=1,enable_ex=1,src1=-1344776609,src2=573115716,imm=2079915511,mem_data_read_in=x,control_in=100110,mem_data_wr_en=0,mem_data_write_out=573115716,aluout=0,carry=0 
                 784clock=0,reset=1,enable_ex=1,src1=-442812725,src2=-217507098,imm=757652314,mem_data_read_in=x,control_in=100111,mem_data_wr_en=0,mem_data_write_out=-217507098,aluout=0,carry=0 
                 785clock=1,reset=1,enable_ex=1,src1=-442812725,src2=-217507098,imm=757652314,mem_data_read_in=x,control_in=100111,mem_data_wr_en=0,mem_data_write_out=-217507098,aluout=0,carry=0 
                 790clock=0,reset=1,enable_ex=1,src1=-442812725,src2=-217507098,imm=757652314,mem_data_read_in=x,control_in=100111,mem_data_wr_en=0,mem_data_write_out=-217507098,aluout=0,carry=0 
                 795clock=1,reset=1,enable_ex=1,src1=-442812725,src2=-217507098,imm=757652314,mem_data_read_in=x,control_in=100111,mem_data_wr_en=0,mem_data_write_out=-217507098,aluout=0,carry=0 
                 800clock=0,reset=1,enable_ex=1,src1=-442812725,src2=-217507098,imm=757652314,mem_data_read_in=x,control_in=100111,mem_data_wr_en=0,mem_data_write_out=-217507098,aluout=0,carry=0 
                 804clock=0,reset=1,enable_ex=1,src1=349159721,src2=-159194387,imm=-313299750,mem_data_read_in=x,control_in=101000,mem_data_wr_en=0,mem_data_write_out=-159194387,aluout=0,carry=0 
                 805clock=1,reset=1,enable_ex=1,src1=349159721,src2=-159194387,imm=-313299750,mem_data_read_in=x,control_in=101000,mem_data_wr_en=0,mem_data_write_out=-159194387,aluout=0,carry=0 
                 810clock=0,reset=1,enable_ex=1,src1=349159721,src2=-159194387,imm=-313299750,mem_data_read_in=x,control_in=101000,mem_data_wr_en=0,mem_data_write_out=-159194387,aluout=0,carry=0 
                 815clock=1,reset=1,enable_ex=1,src1=349159721,src2=-159194387,imm=-313299750,mem_data_read_in=x,control_in=101000,mem_data_wr_en=0,mem_data_write_out=-159194387,aluout=42622,carry=0 
                 820clock=0,reset=1,enable_ex=1,src1=349159721,src2=-159194387,imm=-313299750,mem_data_read_in=x,control_in=101000,mem_data_wr_en=0,mem_data_write_out=-159194387,aluout=42622,carry=0 
                 824clock=0,reset=1,enable_ex=1,src1=-1298155931,src2=-628432203,imm=-272722721,mem_data_read_in=x,control_in=101001,mem_data_wr_en=0,mem_data_write_out=-628432203,aluout=42622,carry=0 
                 825clock=1,reset=1,enable_ex=1,src1=-1298155931,src2=-628432203,imm=-272722721,mem_data_read_in=x,control_in=101001,mem_data_wr_en=0,mem_data_write_out=-628432203,aluout=42622,carry=0 
                 830clock=0,reset=1,enable_ex=1,src1=-1298155931,src2=-628432203,imm=-272722721,mem_data_read_in=x,control_in=101001,mem_data_wr_en=0,mem_data_write_out=-628432203,aluout=42622,carry=0 
                 835clock=1,reset=1,enable_ex=1,src1=-1298155931,src2=-628432203,imm=-272722721,mem_data_read_in=x,control_in=101001,mem_data_wr_en=0,mem_data_write_out=-628432203,aluout=-1025433210,carry=1 
                 840clock=0,reset=1,enable_ex=1,src1=-1298155931,src2=-628432203,imm=-272722721,mem_data_read_in=x,control_in=101001,mem_data_wr_en=0,mem_data_write_out=-628432203,aluout=-1025433210,carry=1 
                 844clock=0,reset=1,enable_ex=1,src1=1022433657,src2=573701956,imm=-395047728,mem_data_read_in=x,control_in=101010,mem_data_wr_en=0,mem_data_write_out=573701956,aluout=-1025433210,carry=1 
                 845clock=1,reset=1,enable_ex=1,src1=1022433657,src2=573701956,imm=-395047728,mem_data_read_in=x,control_in=101010,mem_data_wr_en=0,mem_data_write_out=573701956,aluout=-1025433210,carry=1 
                 850clock=0,reset=1,enable_ex=1,src1=1022433657,src2=573701956,imm=-395047728,mem_data_read_in=x,control_in=101010,mem_data_wr_en=0,mem_data_write_out=573701956,aluout=-1025433210,carry=1 
                 855clock=1,reset=1,enable_ex=1,src1=1022433657,src2=573701956,imm=-395047728,mem_data_read_in=x,control_in=101010,mem_data_wr_en=0,mem_data_write_out=573701956,aluout=-1025433210,carry=1 
                 860clock=0,reset=1,enable_ex=1,src1=1022433657,src2=573701956,imm=-395047728,mem_data_read_in=x,control_in=101010,mem_data_wr_en=0,mem_data_write_out=573701956,aluout=-1025433210,carry=1 
                 864clock=0,reset=1,enable_ex=1,src1=352914218,src2=1442229675,imm=124768014,mem_data_read_in=x,control_in=101011,mem_data_wr_en=0,mem_data_write_out=1442229675,aluout=-1025433210,carry=1 
                 865clock=1,reset=1,enable_ex=1,src1=352914218,src2=1442229675,imm=124768014,mem_data_read_in=x,control_in=101011,mem_data_wr_en=0,mem_data_write_out=1442229675,aluout=-1025433210,carry=1 
                 870clock=0,reset=1,enable_ex=1,src1=352914218,src2=1442229675,imm=124768014,mem_data_read_in=x,control_in=101011,mem_data_wr_en=0,mem_data_write_out=1442229675,aluout=-1025433210,carry=1 
                 875clock=1,reset=1,enable_ex=1,src1=352914218,src2=1442229675,imm=124768014,mem_data_read_in=x,control_in=101011,mem_data_wr_en=0,mem_data_write_out=1442229675,aluout=-1025433210,carry=1 
                 880clock=0,reset=1,enable_ex=1,src1=352914218,src2=1442229675,imm=124768014,mem_data_read_in=x,control_in=101011,mem_data_wr_en=0,mem_data_write_out=1442229675,aluout=-1025433210,carry=1 
                 884clock=0,reset=1,enable_ex=1,src1=1851633116,src2=-849429350,imm=-18910467,mem_data_read_in=x,control_in=101100,mem_data_wr_en=1,mem_data_write_out=-849429350,aluout=-1025433210,carry=1 
                 885clock=1,reset=1,enable_ex=1,src1=1851633116,src2=-849429350,imm=-18910467,mem_data_read_in=x,control_in=101100,mem_data_wr_en=1,mem_data_write_out=-849429350,aluout=-1025433210,carry=1 
                 890clock=0,reset=1,enable_ex=1,src1=1851633116,src2=-849429350,imm=-18910467,mem_data_read_in=x,control_in=101100,mem_data_wr_en=1,mem_data_write_out=-849429350,aluout=-1025433210,carry=1 
                 895clock=1,reset=1,enable_ex=1,src1=1851633116,src2=-849429350,imm=-18910467,mem_data_read_in=x,control_in=101100,mem_data_wr_en=1,mem_data_write_out=-849429350,aluout=42622,carry=0 
                 900clock=0,reset=1,enable_ex=1,src1=1851633116,src2=-849429350,imm=-18910467,mem_data_read_in=x,control_in=101100,mem_data_wr_en=1,mem_data_write_out=-849429350,aluout=42622,carry=0 
                 904clock=0,reset=1,enable_ex=1,src1=-504298813,src2=722398550,imm=662301006,mem_data_read_in=x,control_in=101101,mem_data_wr_en=0,mem_data_write_out=722398550,aluout=42622,carry=0 
                 905clock=1,reset=1,enable_ex=1,src1=-504298813,src2=722398550,imm=662301006,mem_data_read_in=x,control_in=101101,mem_data_wr_en=0,mem_data_write_out=722398550,aluout=42622,carry=0 
                 910clock=0,reset=1,enable_ex=1,src1=-504298813,src2=722398550,imm=662301006,mem_data_read_in=x,control_in=101101,mem_data_wr_en=0,mem_data_write_out=722398550,aluout=42622,carry=0 
                 915clock=1,reset=1,enable_ex=1,src1=-504298813,src2=722398550,imm=662301006,mem_data_read_in=x,control_in=101101,mem_data_wr_en=0,mem_data_write_out=722398550,aluout=x,carry=0 
                 920clock=0,reset=1,enable_ex=1,src1=-504298813,src2=722398550,imm=662301006,mem_data_read_in=x,control_in=101101,mem_data_wr_en=0,mem_data_write_out=722398550,aluout=x,carry=0 
                 924clock=0,reset=1,enable_ex=1,src1=-1277594009,src2=-2060372982,imm=1534048694,mem_data_read_in=x,control_in=101110,mem_data_wr_en=0,mem_data_write_out=-2060372982,aluout=x,carry=0 
                 925clock=1,reset=1,enable_ex=1,src1=-1277594009,src2=-2060372982,imm=1534048694,mem_data_read_in=x,control_in=101110,mem_data_wr_en=0,mem_data_write_out=-2060372982,aluout=x,carry=0 
                 930clock=0,reset=1,enable_ex=1,src1=-1277594009,src2=-2060372982,imm=1534048694,mem_data_read_in=x,control_in=101110,mem_data_wr_en=0,mem_data_write_out=-2060372982,aluout=x,carry=0 
                 935clock=1,reset=1,enable_ex=1,src1=-1277594009,src2=-2060372982,imm=1534048694,mem_data_read_in=x,control_in=101110,mem_data_wr_en=0,mem_data_write_out=-2060372982,aluout=x,carry=0 
                 940clock=0,reset=1,enable_ex=1,src1=-1277594009,src2=-2060372982,imm=1534048694,mem_data_read_in=x,control_in=101110,mem_data_wr_en=0,mem_data_write_out=-2060372982,aluout=x,carry=0 
                 944clock=0,reset=1,enable_ex=1,src1=-1676768712,src2=1020364665,imm=-601111368,mem_data_read_in=x,control_in=101111,mem_data_wr_en=0,mem_data_write_out=1020364665,aluout=x,carry=0 
                 945clock=1,reset=1,enable_ex=1,src1=-1676768712,src2=1020364665,imm=-601111368,mem_data_read_in=x,control_in=101111,mem_data_wr_en=0,mem_data_write_out=1020364665,aluout=x,carry=0 
                 950clock=0,reset=1,enable_ex=1,src1=-1676768712,src2=1020364665,imm=-601111368,mem_data_read_in=x,control_in=101111,mem_data_wr_en=0,mem_data_write_out=1020364665,aluout=x,carry=0 
                 955clock=1,reset=1,enable_ex=1,src1=-1676768712,src2=1020364665,imm=-601111368,mem_data_read_in=x,control_in=101111,mem_data_wr_en=0,mem_data_write_out=1020364665,aluout=x,carry=0 
                 960clock=0,reset=1,enable_ex=1,src1=-1676768712,src2=1020364665,imm=-601111368,mem_data_read_in=x,control_in=101111,mem_data_wr_en=0,mem_data_write_out=1020364665,aluout=x,carry=0 
                 964clock=0,reset=1,enable_ex=1,src1=1249165204,src2=1237736851,imm=-2109789180,mem_data_read_in=x,control_in=110000,mem_data_wr_en=0,mem_data_write_out=1237736851,aluout=x,carry=0 
                 965clock=1,reset=1,enable_ex=1,src1=1249165204,src2=1237736851,imm=-2109789180,mem_data_read_in=x,control_in=110000,mem_data_wr_en=0,mem_data_write_out=1237736851,aluout=x,carry=0 
                 970clock=0,reset=1,enable_ex=1,src1=1249165204,src2=1237736851,imm=-2109789180,mem_data_read_in=x,control_in=110000,mem_data_wr_en=0,mem_data_write_out=1237736851,aluout=x,carry=0 
                 975clock=1,reset=1,enable_ex=1,src1=1249165204,src2=1237736851,imm=-2109789180,mem_data_read_in=x,control_in=110000,mem_data_wr_en=0,mem_data_write_out=1237736851,aluout=19060,carry=0 
                 980clock=0,reset=1,enable_ex=1,src1=1249165204,src2=1237736851,imm=-2109789180,mem_data_read_in=x,control_in=110000,mem_data_wr_en=0,mem_data_write_out=1237736851,aluout=19060,carry=0 
                 984clock=0,reset=1,enable_ex=1,src1=-1397241255,src2=1842047451,imm=-1493377459,mem_data_read_in=x,control_in=110001,mem_data_wr_en=0,mem_data_write_out=1842047451,aluout=19060,carry=0 
                 985clock=1,reset=1,enable_ex=1,src1=-1397241255,src2=1842047451,imm=-1493377459,mem_data_read_in=x,control_in=110001,mem_data_wr_en=0,mem_data_write_out=1842047451,aluout=19060,carry=0 
                 990clock=0,reset=1,enable_ex=1,src1=-1397241255,src2=1842047451,imm=-1493377459,mem_data_read_in=x,control_in=110001,mem_data_wr_en=0,mem_data_write_out=1842047451,aluout=19060,carry=0 
                 995clock=1,reset=1,enable_ex=1,src1=-1397241255,src2=1842047451,imm=-1493377459,mem_data_read_in=x,control_in=110001,mem_data_wr_en=0,mem_data_write_out=1842047451,aluout=-1842047452,carry=0 
                1000clock=0,reset=1,enable_ex=1,src1=-1397241255,src2=1842047451,imm=-1493377459,mem_data_read_in=x,control_in=110001,mem_data_wr_en=0,mem_data_write_out=1842047451,aluout=-1842047452,carry=0 
                1004clock=0,reset=1,enable_ex=1,src1=1823520729,src2=-1230756243,imm=-1153047946,mem_data_read_in=x,control_in=110010,mem_data_wr_en=0,mem_data_write_out=-1230756243,aluout=-1842047452,carry=0 
                1005clock=1,reset=1,enable_ex=1,src1=1823520729,src2=-1230756243,imm=-1153047946,mem_data_read_in=x,control_in=110010,mem_data_wr_en=0,mem_data_write_out=-1230756243,aluout=-1842047452,carry=0 
                1010clock=0,reset=1,enable_ex=1,src1=1823520729,src2=-1230756243,imm=-1153047946,mem_data_read_in=x,control_in=110010,mem_data_wr_en=0,mem_data_write_out=-1230756243,aluout=-1842047452,carry=0 
                1015clock=1,reset=1,enable_ex=1,src1=1823520729,src2=-1230756243,imm=-1153047946,mem_data_read_in=x,control_in=110010,mem_data_wr_en=0,mem_data_write_out=-1230756243,aluout=-1842047452,carry=0 
                1020clock=0,reset=1,enable_ex=1,src1=1823520729,src2=-1230756243,imm=-1153047946,mem_data_read_in=x,control_in=110010,mem_data_wr_en=0,mem_data_write_out=-1230756243,aluout=-1842047452,carry=0 
                1024clock=0,reset=1,enable_ex=1,src1=1698384330,src2=1528245686,imm=1251176853,mem_data_read_in=x,control_in=110011,mem_data_wr_en=0,mem_data_write_out=1528245686,aluout=-1842047452,carry=0 
                1025clock=1,reset=1,enable_ex=1,src1=1698384330,src2=1528245686,imm=1251176853,mem_data_read_in=x,control_in=110011,mem_data_wr_en=0,mem_data_write_out=1528245686,aluout=-1842047452,carry=0 
                1030clock=0,reset=1,enable_ex=1,src1=1698384330,src2=1528245686,imm=1251176853,mem_data_read_in=x,control_in=110011,mem_data_wr_en=0,mem_data_write_out=1528245686,aluout=-1842047452,carry=0 
                1035clock=1,reset=1,enable_ex=1,src1=1698384330,src2=1528245686,imm=1251176853,mem_data_read_in=x,control_in=110011,mem_data_wr_en=0,mem_data_write_out=1528245686,aluout=-1842047452,carry=0 
                1040clock=0,reset=1,enable_ex=1,src1=1698384330,src2=1528245686,imm=1251176853,mem_data_read_in=x,control_in=110011,mem_data_wr_en=0,mem_data_write_out=1528245686,aluout=-1842047452,carry=0 
                1044clock=0,reset=1,enable_ex=1,src1=-1559815610,src2=41196292,imm=2077385207,mem_data_read_in=x,control_in=110100,mem_data_wr_en=0,mem_data_write_out=41196292,aluout=-1842047452,carry=0 
                1045clock=1,reset=1,enable_ex=1,src1=-1559815610,src2=41196292,imm=2077385207,mem_data_read_in=x,control_in=110100,mem_data_wr_en=0,mem_data_write_out=41196292,aluout=-1842047452,carry=0 
                1050clock=0,reset=1,enable_ex=1,src1=-1559815610,src2=41196292,imm=2077385207,mem_data_read_in=x,control_in=110100,mem_data_wr_en=0,mem_data_write_out=41196292,aluout=-1842047452,carry=0 
                1055clock=1,reset=1,enable_ex=1,src1=-1559815610,src2=41196292,imm=2077385207,mem_data_read_in=x,control_in=110100,mem_data_wr_en=0,mem_data_write_out=41196292,aluout=19060,carry=0 
                1060clock=0,reset=1,enable_ex=1,src1=-1559815610,src2=41196292,imm=2077385207,mem_data_read_in=x,control_in=110100,mem_data_wr_en=0,mem_data_write_out=41196292,aluout=19060,carry=0 
                1064clock=0,reset=1,enable_ex=1,src1=882378601,src2=-630277452,imm=1140952456,mem_data_read_in=x,control_in=110101,mem_data_wr_en=0,mem_data_write_out=-630277452,aluout=19060,carry=0 
                1065clock=1,reset=1,enable_ex=1,src1=882378601,src2=-630277452,imm=1140952456,mem_data_read_in=x,control_in=110101,mem_data_wr_en=0,mem_data_write_out=-630277452,aluout=19060,carry=0 
                1070clock=0,reset=1,enable_ex=1,src1=882378601,src2=-630277452,imm=1140952456,mem_data_read_in=x,control_in=110101,mem_data_wr_en=0,mem_data_write_out=-630277452,aluout=19060,carry=0 
